Geography,Gender,Age,Balance,IsActiveMember,Exited
France,Male,37.0,115345.86,0,0
Germany,Female,31.0,118613.34,0,0
Germany,Male,28.0,109960.06,1,0
Germany,Female,42.0,142703.4,0,1
Germany,Female,40.0,121729.42,0,0
France,Female,35.0,0.0,1,0
France,Female,43.0,139496.35,1,0
Spain,Male,28.0,0.0,0,0
Spain,Male,32.0,138521.83,1,0
France,Female,33.0,0.0,0,0
Germany,Female,38.0,83727.68,0,0
Spain,Female,38.0,0.0,1,0
France,Male,37.0,0.0,0,0
Spain,Male,32.0,124179.3,1,0
France,Male,36.0,128829.25,0,0
France,Male,33.0,171490.78,0,0
Spain,Male,33.0,0.0,0,0
Spain,Female,38.0,0.0,1,0
Spain,Male,20.0,0.0,0,0
France,Male,31.0,0.0,1,0
France,Male,40.0,160818.08,1,1
Germany,Male,54.0,156367.6,1,0
Germany,Female,59.0,121669.93,0,1
France,Male,42.0,133970.22,1,0
France,Male,41.0,0.0,0,0
France,Female,34.0,96127.27,0,0
Spain,Male,60.0,121907.97,1,0
Spain,Male,41.0,0.0,1,0
Spain,Male,31.0,0.0,1,0
Germany,Female,40.0,77701.64,1,0
France,Male,38.9218,0.0,1,0
France,Male,34.0,0.0,1,0
Spain,Male,34.0,113922.44,0,0
Germany,Female,61.0,183997.7,1,0
France,Male,23.0,0.0,1,0
France,Male,28.0,0.0,1,0
France,Female,47.0,89799.46,1,1
Spain,Male,29.0,0.0,1,0
Spain,Female,36.0,85660.96,0,0
Germany,Male,37.0,115569.21,1,0
France,Female,45.0,81828.22,0,0
Germany,Male,18.0,132694.73,0,0
Spain,Male,51.0,108867.0,0,1
France,Male,39.0,0.0,0,0
France,Female,27.0,0.0,0,0
Germany,Male,34.0,96152.68,0,0
Germany,Female,49.0,153855.52,1,1
France,Male,45.0,0.0,0,0
France,Female,36.0,141334.95,1,0
Germany,Male,41.0,104584.11,0,1
Germany,Female,50.0,98173.02,0,1
Spain,Female,44.0,0.0,1,0
Germany,Female,38.0,135157.05,1,0
Germany,Female,49.0,171601.27,0,0
France,Male,29.0,179539.2,0,0
Germany,Male,39.0,80615.46,0,0
Spain,Male,47.0,0.0,0,1
Germany,Male,27.0,126285.73,0,1
Germany,Female,23.0,137964.51,1,0
Germany,Male,41.0,159434.03,0,0
Germany,Male,40.0,113574.61,0,0
France,Female,33.0,0.0,1,0
Germany,Male,33.0,124573.33,0,0
Germany,Female,31.0,105864.6,0,0
Germany,Female,47.0,104552.61,0,1
France,Female,35.0,0.0,0,0
France,Female,30.0,0.0,1,0
France,Male,55.0,0.0,1,1
Germany,Female,46.0,119492.88,1,1
France,Female,33.0,130499.09,1,0
Spain,Female,48.0,140576.11,1,0
Germany,Female,34.0,91025.58,1,0
France,Female,33.0,0.0,1,1
France,Female,38.0,125877.65,1,0
Spain,Male,38.9218,45752.78,0,1
France,Male,39.0,121778.71,1,0
Germany,Female,49.0,127948.57,1,0
France,Female,30.0,0.0,1,0
Germany,Male,30.0,115286.68,1,0
Germany,Male,41.0,62078.21,0,0
France,Female,38.0,0.0,0,0
Spain,Female,32.0,175406.13,1,1
Spain,Male,26.0,131643.25,0,0
Germany,Male,44.0,151739.65,0,0
France,Male,43.0,93616.35,0,0
Germany,Female,60.0,138597.54,1,1
France,Female,41.0,0.0,1,0
France,Male,40.0,0.0,0,1
France,Female,27.0,85225.21,1,0
France,Female,36.0,148749.29,0,0
Germany,Male,52.0,130013.12,1,1
Spain,Female,27.0,0.0,1,0
France,Female,38.9218,0.0,1,0
France,Male,54.0,111729.47,1,0
France,Female,36.0,180169.44,0,0
Spain,Male,40.0,0.0,1,0
Spain,Female,47.0,0.0,0,1
France,Female,42.0,0.0,1,0
Spain,Female,29.0,0.0,0,0
France,Male,35.0,0.0,1,0
Germany,Female,36.0,103914.17,1,1
France,Female,34.0,88772.87,1,0
France,Female,39.0,0.0,0,0
France,Female,40.0,131184.67,1,0
France,Male,38.0,117810.79,1,1
France,Male,31.0,0.0,0,0
Germany,Female,32.0,92466.21,0,0
Germany,Female,38.0,102741.15,1,0
France,Male,37.0,178755.84,0,0
France,Male,43.0,0.0,0,0
Germany,Female,32.0,146602.25,1,0
France,Male,29.0,0.0,1,0
France,Male,35.0,0.0,1,0
Spain,Male,38.0,115702.67,1,0
Germany,Female,61.0,137655.31,1,0
France,Female,29.0,0.0,0,0
Spain,Female,34.0,59877.33,0,1
France,Male,31.0,100082.14,1,0
Germany,Male,52.0,107304.39,0,1
Spain,Male,38.0,0.0,1,0
Spain,Male,41.0,96032.22,1,0
Spain,Male,33.0,0.0,0,0
Germany,Male,29.0,144553.5,0,0
Germany,Male,40.0,86172.81,1,0
France,Male,38.9218,0.0,1,0
Germany,Female,29.0,87212.8,1,0
France,Male,36.0,0.0,0,0
Germany,Female,36.0,130700.92,0,0
France,Male,62.0,0.0,0,0
France,Female,32.0,0.0,0,0
Spain,Male,23.0,0.0,1,0
Spain,Female,40.0,171325.98,1,1
Spain,Male,58.0,92930.92,1,0
France,Female,40.0,0.0,0,0
France,Female,29.0,77556.79,1,0
France,Male,33.0,102874.28,0,0
France,Male,37.0,146093.39,0,0
Spain,Male,34.0,0.0,0,1
Spain,Male,51.0,79811.72,1,1
Spain,Male,39.0,105473.74,0,1
Germany,Female,43.0,121927.92,0,1
Spain,Female,40.0,61671.19,1,1
Germany,Female,39.0,149363.12,1,0
France,Female,27.0,152309.37,0,0
France,Female,33.0,0.0,0,0
Spain,Male,36.0,111629.29,1,0
France,Male,40.0,0.0,1,0
Spain,Female,49.0,96296.78,0,1
France,Male,20.0,95830.43,0,0
France,Female,38.0,135919.33,0,0
France,Male,59.0,185966.64,0,1
France,Female,29.0,0.0,1,0
France,Female,21.0,0.0,0,0
Germany,Female,43.0,92244.83,0,0
France,Female,35.0,112727.06,0,0
France,Female,34.0,100359.54,0,0
Germany,Male,43.0,105301.5,1,0
Spain,Male,45.0,112994.65,0,0
Germany,Male,40.0,89025.88,0,0
France,Male,35.0,95478.17,0,0
France,Male,37.0,0.0,0,0
Germany,Female,43.0,119127.46,0,0
France,Male,28.0,128206.79,1,0
France,Male,49.0,0.0,0,0
Germany,Female,23.0,71433.08,0,0
Germany,Male,36.0,118214.32,0,1
France,Female,27.0,102258.11,0,0
Spain,Female,39.0,151963.26,0,0
Spain,Female,46.0,163764.84,1,1
France,Female,32.0,128551.36,1,0
Spain,Female,31.0,118158.74,1,0
France,Male,32.0,118520.41,0,0
France,Male,24.0,0.0,1,0
France,Male,40.0,163823.37,0,0
Germany,Male,38.9218,104469.58,1,1
France,Female,47.0,0.0,1,0
Spain,Male,36.0,0.0,0,0
Germany,Female,46.0,141726.88,1,0
Germany,Female,35.0,137852.96,1,1
France,Male,26.0,0.0,0,0
France,Female,43.0,154100.3,0,0
France,Female,45.0,0.0,0,0
France,Male,30.0,0.0,1,0
France,Female,54.0,0.0,1,0
France,Male,39.0,140004.96,1,0
Spain,Male,43.0,127132.96,1,1
France,Male,61.0,0.0,1,0
France,Female,38.0,125328.56,0,0
France,Male,35.0,0.0,0,0
Germany,Female,28.0,139986.65,0,0
Germany,Female,39.0,119787.76,1,0
Spain,Female,34.0,107556.06,0,0
France,Female,44.0,0.0,0,0
France,Male,47.0,0.0,0,0
France,Female,28.0,142705.95,0,0
France,Male,42.0,0.0,1,0
Spain,Female,56.0,0.0,0,0
France,Male,35.0,161613.94,1,0
Germany,Female,58.0,116353.2,1,0
France,Male,38.0,60013.81,1,0
Spain,Male,28.0,0.0,1,0
Germany,Male,32.0,144272.07,0,0
France,Female,46.0,0.0,0,0
France,Male,30.0,117696.67,0,0
Spain,Male,58.0,79954.61,1,0
France,Female,26.0,149989.39,0,0
France,Male,40.0,124339.9,0,0
Germany,Male,29.0,135759.4,0,1
Spain,Female,37.0,0.0,0,0
France,Male,34.0,83074.0,0,0
France,Female,28.0,141792.61,1,0
France,Female,26.0,0.0,0,1
France,Female,30.0,0.0,0,0
Germany,Female,43.0,106870.12,0,0
France,Male,31.0,120962.59,0,0
Spain,Male,51.0,0.0,0,1
France,Female,30.0,0.0,0,0
France,Male,31.0,110527.17,1,0
Germany,Female,52.0,133723.43,0,1
France,Female,52.0,112670.48,0,1
France,Female,44.0,0.0,1,0
France,Male,24.0,116084.32,0,0
Spain,Male,36.0,0.0,1,1
Spain,Female,38.0,0.0,0,0
France,Female,37.0,0.0,1,0
France,Female,40.0,82441.75,0,0
France,Female,39.0,0.0,1,1
Germany,Female,37.0,134171.8,1,1
France,Male,30.0,0.0,1,0
France,Male,31.0,0.0,1,0
Germany,Female,48.0,124442.38,0,1
France,Male,31.0,0.0,0,0
France,Male,60.0,0.0,0,1
Germany,Female,37.0,108862.76,0,1
France,Male,28.0,141099.43,1,0
France,Female,38.9218,128843.67,1,0
France,Male,39.0,86843.61,1,0
Germany,Female,32.0,120074.97,1,0
France,Male,27.0,130231.8,1,0
France,Female,31.0,0.0,0,0
France,Male,39.0,109724.38,1,0
Germany,Female,35.0,111743.43,1,0
Germany,Male,35.0,121309.17,1,0
France,Male,38.0,82697.28,0,0
France,Female,49.0,44301.43,1,1
France,Female,31.0,138317.94,0,0
Germany,Male,49.0,120688.61,0,1
France,Male,27.0,176913.52,0,0
Spain,Male,47.0,89047.14,0,0
Germany,Male,40.0,114318.78,0,1
France,Female,50.0,0.0,0,0
Germany,Female,32.0,94753.55,1,0
Spain,Female,46.0,0.0,1,0
France,Male,35.0,0.0,1,0
Germany,Male,32.0,106520.73,0,0
Spain,Male,37.0,134006.39,1,0
Germany,Female,25.0,132837.7,0,0
France,Female,41.0,120549.29,0,0
France,Male,20.0,139432.55,1,0
Spain,Male,29.0,80895.44,0,0
Spain,Male,34.0,0.0,0,0
Spain,Female,39.0,171646.76,1,0
Spain,Male,42.0,109121.71,1,0
France,Female,39.0,109844.81,0,0
France,Female,31.0,140931.82,1,0
Spain,Male,49.0,0.0,1,0
France,Male,32.0,0.0,1,0
Germany,Female,41.0,101543.51,0,1
Germany,Male,37.0,102708.77,0,0
Germany,Female,37.0,149000.91,1,0
France,Male,20.0,83459.86,1,0
France,Female,40.0,75893.11,0,0
Germany,Female,39.0,167395.6,1,0
France,Female,61.0,0.0,1,0
Germany,Female,52.0,71283.09,1,0
France,Female,31.0,0.0,1,0
Spain,Male,60.0,0.0,1,0
France,Female,38.0,104016.88,0,1
France,Female,38.0,127616.56,0,0
France,Male,32.0,154737.88,1,0
Spain,Male,29.0,0.0,1,0
France,Male,35.0,125476.31,1,0
France,Female,21.0,176511.08,1,0
Spain,Female,47.0,110783.28,1,0
France,Male,42.0,141642.92,0,0
France,Male,31.0,0.0,1,0
Spain,Female,33.0,0.0,1,0
Germany,Male,42.0,75681.52,1,0
France,Male,54.0,0.0,0,1
France,Male,29.0,0.0,1,0
France,Male,35.0,161111.45,0,0
France,Male,62.0,0.0,1,0
France,Female,45.0,72494.69,1,0
France,Female,31.0,133964.3,1,0
Spain,Male,34.0,0.0,0,0
France,Female,27.0,0.0,0,0
France,Male,61.0,157201.48,1,0
Spain,Female,48.0,95679.29,0,0
Germany,Female,29.0,106230.92,1,1
France,Female,32.0,0.0,1,0
Germany,Female,36.0,81231.85,0,0
France,Female,31.0,81480.27,1,0
France,Male,33.0,73059.38,1,0
France,Male,36.0,117559.05,1,0
Germany,Female,38.9218,186445.31,1,0
Germany,Female,38.0,137657.71,0,0
France,Male,36.0,133889.35,1,0
Germany,Female,45.0,134562.8,1,0
Germany,Female,56.0,100781.75,1,0
France,Male,30.0,174356.13,0,0
Germany,Male,27.0,190125.43,0,0
France,Male,26.0,146266.0,0,1
Germany,Male,41.0,164046.1,0,0
Spain,Female,43.0,123536.52,0,0
France,Male,36.0,0.0,1,0
Spain,Female,38.0,171848.38,0,0
France,Male,40.0,0.0,0,0
France,Female,39.0,139562.05,0,0
France,Male,37.0,0.0,1,0
France,Male,40.0,168001.34,1,0
France,Male,27.0,0.0,1,0
Germany,Male,38.9218,123356.63,1,0
Spain,Male,47.0,0.0,1,0
Germany,Male,50.0,125845.66,0,1
Germany,Male,40.0,45408.85,0,0
Germany,Female,37.0,125977.81,0,0
Germany,Female,51.0,147262.11,1,1
France,Male,42.0,133767.19,0,0
Germany,Male,49.0,108806.96,0,1
France,Male,42.0,106036.52,0,1
Spain,Female,38.9218,0.0,1,0
France,Female,27.0,0.0,1,0
France,Male,31.0,0.0,1,0
Spain,Male,61.0,82182.1,0,1
France,Female,35.0,0.0,0,0
France,Male,50.0,76817.0,0,1
Germany,Male,38.9218,142550.25,1,0
Spain,Female,41.0,0.0,1,0
Germany,Male,35.0,103711.56,1,1
Spain,Female,40.0,0.0,1,0
Germany,Female,35.0,128369.75,0,0
Spain,Male,35.0,0.0,1,0
France,Male,34.0,0.0,1,0
Germany,Male,19.0,166133.28,1,0
Germany,Female,62.0,148214.36,0,1
France,Female,38.9218,121206.96,1,0
Spain,Male,25.0,0.0,1,0
Germany,Male,50.0,127552.85,0,0
France,Male,49.0,159458.53,0,0
Germany,Female,47.0,102085.72,1,1
Germany,Male,58.0,142537.18,1,0
Spain,Male,29.0,182781.74,1,0
France,Male,45.0,0.0,0,0
France,Male,29.0,0.0,1,0
France,Female,28.0,0.0,0,0
Germany,Female,43.0,152063.59,0,0
France,Female,28.0,110997.76,0,0
France,Male,50.0,148942.0,1,0
France,Male,41.0,0.0,1,0
Spain,Female,36.0,84438.57,1,0
France,Female,34.0,93920.47,0,0
France,Male,43.0,158713.08,0,0
Spain,Male,42.0,0.0,1,0
Germany,Male,38.9218,123204.88,1,0
France,Male,40.0,72945.29,0,0
Spain,Male,37.0,178742.71,1,0
France,Male,43.0,0.0,1,0
Spain,Female,40.0,0.0,0,0
France,Male,42.0,0.0,0,1
France,Female,46.0,0.0,1,1
France,Female,29.0,0.0,1,0
Germany,Male,43.0,140121.17,0,1
Germany,Male,39.0,132906.88,1,0
Germany,Male,45.0,179334.83,1,0
France,Male,35.0,137179.39,1,0
Spain,Male,35.0,0.0,1,0
France,Female,49.0,119960.29,0,0
France,Male,29.0,127414.55,1,0
France,Female,36.0,0.0,0,0
France,Female,40.0,137409.19,0,1
France,Male,28.0,0.0,0,0
Spain,Female,39.0,0.0,1,0
France,Male,43.0,0.0,0,1
France,Male,31.0,112494.99,1,0
France,Male,30.0,78133.15,1,0
Spain,Female,36.0,0.0,0,0
Spain,Female,32.0,145553.07,1,0
Germany,Male,48.0,123593.22,0,1
France,Female,47.0,0.0,0,1
France,Female,26.0,146286.22,0,0
Spain,Female,35.0,111827.27,0,0
Spain,Female,26.0,0.0,1,0
France,Male,38.9218,94416.78,1,0
Spain,Male,45.0,91549.78,1,0
France,Female,38.0,59568.57,1,0
France,Female,23.0,94464.81,1,0
France,Female,57.0,0.0,0,1
Germany,Male,44.0,95368.14,1,0
Germany,Female,33.0,102185.42,0,0
France,Male,32.0,144875.71,0,0
Spain,Male,39.0,0.0,1,0
France,Female,32.0,0.0,1,0
Germany,Female,37.0,113291.05,1,0
Spain,Male,61.0,0.0,1,0
Spain,Female,39.0,0.0,0,0
Germany,Male,43.0,111677.88,0,1
Germany,Female,35.0,131101.04,1,0
Germany,Male,52.0,76101.81,1,0
Spain,Female,40.0,0.0,0,0
France,Female,52.0,92510.9,1,0
France,Female,34.0,0.0,1,0
France,Male,39.0,77652.4,1,0
France,Female,31.0,98360.03,0,0
Germany,Female,46.0,115518.07,0,1
Germany,Male,38.9218,27288.43,1,0
France,Female,36.0,0.0,0,0
Spain,Female,43.0,0.0,0,0
France,Male,36.0,0.0,1,1
France,Male,31.0,131996.66,1,0
Spain,Female,27.0,121580.42,1,0
France,Male,55.0,132436.34,0,0
Spain,Male,34.0,0.0,1,0
Germany,Female,46.0,107978.4,0,0
Germany,Female,40.0,78119.59,0,1
France,Male,26.0,98684.15,0,0
France,Female,44.0,0.0,0,0
Spain,Female,53.0,0.0,0,1
Germany,Female,43.0,129264.05,0,0
Germany,Male,37.0,131753.41,0,0
Spain,Female,33.0,0.0,0,0
Spain,Female,27.0,0.0,1,0
Germany,Male,26.0,57422.62,1,0
France,Female,28.0,0.0,1,0
France,Male,34.0,144094.2,0,0
France,Male,33.0,147510.34,0,0
Spain,Female,28.0,161592.76,0,0
France,Female,40.0,0.0,1,0
Spain,Female,38.9218,0.0,1,0
Spain,Female,53.0,75225.53,0,1
Spain,Female,39.0,0.0,0,0
France,Female,38.9218,87542.89,1,0
France,Female,32.0,144581.96,1,0
France,Male,33.0,122568.05,1,0
Spain,Female,24.0,172231.93,1,0
Germany,Female,28.0,171932.26,1,0
France,Male,39.0,0.0,1,0
Spain,Female,34.0,0.0,0,0
Germany,Male,38.0,111798.06,1,0
France,Male,38.0,0.0,0,0
France,Female,27.0,79336.61,1,0
Germany,Male,38.9218,120916.52,0,1
France,Female,31.0,142905.51,1,0
Spain,Male,27.0,0.0,0,1
France,Female,33.0,96834.78,0,0
France,Male,37.0,105261.76,1,0
Germany,Male,54.0,123544.0,1,1
Germany,Male,41.0,127913.71,1,0
Spain,Female,28.0,95328.6,0,1
France,Male,30.0,73218.89,1,0
France,Female,41.0,0.0,1,1
Germany,Male,35.0,149995.72,0,0
Germany,Male,28.0,123674.28,1,0
Germany,Male,33.0,124125.26,0,0
Spain,Male,29.0,159035.45,0,1
France,Male,27.0,0.0,0,0
France,Male,27.0,156811.74,1,0
France,Male,52.0,0.0,1,0
Spain,Female,55.0,0.0,1,0
France,Male,39.0,150555.83,0,0
France,Male,28.0,109137.12,1,0
France,Male,36.0,158351.02,0,0
France,Female,47.0,0.0,0,0
Spain,Male,35.0,0.0,1,0
France,Male,40.0,0.0,1,0
Spain,Female,46.0,0.0,0,0
France,Male,24.0,0.0,1,0
France,Male,39.0,0.0,0,0
France,Female,56.0,0.0,1,0
France,Male,52.0,0.0,0,1
Spain,Male,36.0,82729.49,0,0
Germany,Female,45.0,142765.24,0,0
France,Female,25.0,121172.97,1,0
Germany,Female,28.0,132932.14,1,0
France,Male,22.0,123374.46,1,0
Germany,Female,38.9218,161371.5,1,0
Spain,Male,45.0,0.0,0,1
France,Male,51.0,79563.36,1,0
France,Male,46.0,0.0,0,0
Germany,Female,48.0,138232.24,0,0
France,Female,41.0,0.0,0,1
Germany,Female,53.0,81571.05,0,1
Spain,Male,35.0,0.0,0,0
France,Female,33.0,95927.04,0,0
Spain,Male,35.0,116932.59,0,0
France,Male,40.0,0.0,0,1
France,Female,36.0,79551.12,1,0
Germany,Male,30.0,116416.94,1,0
Spain,Male,37.0,88141.1,0,0
France,Male,32.0,177729.13,1,0
Spain,Female,32.0,0.0,1,0
Spain,Male,32.0,123912.78,1,0
France,Female,33.0,0.0,1,1
France,Male,38.9218,0.0,1,0
France,Female,35.0,108306.44,1,0
Germany,Female,48.0,102962.62,0,1
France,Female,36.0,103502.22,1,0
Germany,Male,43.0,119654.44,1,1
France,Male,33.0,183768.47,0,0
France,Male,37.0,0.0,0,0
France,Female,25.0,0.0,1,0
France,Female,52.0,140900.97,1,0
Germany,Female,25.0,94049.92,0,0
Spain,Female,27.0,98926.4,1,0
Germany,Male,18.0,142872.36,1,0
Spain,Male,29.0,46057.96,1,0
France,Female,48.0,119769.77,1,0
France,Female,44.0,143244.97,0,0
France,Male,28.0,79562.98,1,0
France,Male,38.9218,0.0,1,0
France,Male,41.0,0.0,1,0
Spain,Male,26.0,96659.64,1,0
France,Male,29.0,0.0,0,0
France,Female,26.0,165947.99,1,0
France,Male,33.0,92676.3,0,0
France,Male,45.0,83195.12,1,0
France,Male,48.0,129387.94,1,1
France,Female,28.0,0.0,1,0
Spain,Male,38.0,130233.14,1,0
France,Female,32.0,123502.53,1,0
Germany,Male,37.0,140894.06,1,0
Germany,Male,44.0,163867.86,1,0
France,Female,27.0,0.0,0,0
Germany,Female,18.0,93816.7,0,0
Spain,Female,40.0,0.0,0,0
France,Male,35.0,0.0,1,0
France,Female,32.0,114668.89,0,0
Germany,Male,38.0,146756.68,0,0
France,Female,46.0,150213.71,0,1
Germany,Male,18.0,111183.53,1,0
France,Female,40.0,99816.46,1,1
France,Male,34.0,0.0,0,0
France,Female,41.0,0.0,1,0
France,Male,41.0,0.0,0,0
France,Female,60.0,0.0,1,0
France,Male,29.0,0.0,1,0
Germany,Female,45.0,86714.06,0,1
Spain,Male,52.0,0.0,0,0
Spain,Male,41.0,132838.07,1,0
Germany,Female,42.0,128707.31,0,1
France,Male,40.0,0.0,0,0
France,Male,29.0,0.0,0,0
France,Male,29.0,123192.12,1,1
Germany,Male,46.0,115248.11,0,1
France,Male,38.0,59360.77,1,0
Spain,Male,37.0,0.0,1,0
France,Female,35.0,112668.7,1,0
Germany,Female,37.0,138503.51,0,0
Spain,Male,57.0,0.0,1,0
France,Male,29.0,0.0,1,0
France,Female,34.0,0.0,1,0
France,Male,43.0,0.0,0,0
Spain,Male,36.0,157267.95,0,0
France,Female,40.0,133871.05,1,0
Germany,Male,31.0,141989.27,0,0
France,Female,41.0,0.0,1,0
France,Male,38.0,0.0,0,0
France,Female,29.0,46388.16,0,1
Germany,Female,38.9218,148666.99,0,1
Germany,Male,34.0,115101.5,0,1
Germany,Male,38.9218,148363.38,1,0
Spain,Male,46.0,0.0,0,1
Spain,Female,39.0,144102.32,1,0
France,Male,41.0,128876.71,1,1
Germany,Male,36.0,118448.15,0,0
France,Male,39.0,0.0,1,0
France,Male,28.0,0.0,1,0
Spain,Male,42.0,0.0,1,0
France,Female,38.0,135979.01,1,1
France,Male,37.0,117271.8,0,1
France,Male,29.0,0.0,0,0
France,Male,33.0,0.0,0,0
Spain,Female,30.0,0.0,0,0
France,Male,35.0,129205.49,1,0
Spain,Female,41.0,0.0,0,1
Spain,Male,18.0,0.0,1,1
Germany,Male,35.0,104015.54,1,0
Spain,Male,37.0,0.0,0,0
France,Female,30.0,0.0,0,0
Germany,Female,42.0,103873.39,0,0
Germany,Female,52.0,112383.03,0,1
France,Male,34.0,117731.79,1,0
Germany,Male,45.0,135827.33,1,0
France,Male,38.0,114135.17,0,0
France,Female,28.0,0.0,1,0
France,Male,62.0,118756.62,1,0
Spain,Male,34.0,98382.72,0,0
Germany,Male,41.0,100520.92,1,1
Spain,Female,35.0,79858.13,1,0
France,Female,20.0,0.0,1,0
Germany,Female,38.9218,95052.29,0,0
Germany,Male,42.0,177728.55,0,0
France,Male,38.9218,83116.68,1,0
Germany,Male,34.0,111565.91,1,0
Spain,Male,40.0,83015.71,0,0
Germany,Female,28.0,124511.01,0,0
France,Female,38.9218,130652.52,1,0
France,Male,55.0,0.0,1,0
France,Male,61.0,0.0,1,0
France,Male,37.0,121854.45,0,0
France,Male,26.0,0.0,1,0
France,Male,35.0,86893.28,0,0
Germany,Female,32.0,79523.13,1,0
Germany,Female,55.0,131033.76,1,1
France,Female,33.0,89939.62,0,0
Germany,Female,59.0,95727.05,0,1
France,Male,39.0,0.0,1,0
France,Male,31.0,155047.56,1,0
France,Female,29.0,0.0,0,0
France,Male,44.0,118569.03,0,0
France,Male,28.0,0.0,1,0
Spain,Male,44.0,0.0,0,0
France,Female,35.0,0.0,0,0
France,Male,40.0,0.0,1,0
Spain,Male,37.0,130461.02,0,0
France,Male,36.0,0.0,0,0
France,Male,33.0,0.0,0,1
France,Female,37.0,0.0,1,0
Spain,Female,47.0,0.0,0,1
Spain,Male,35.0,61172.04,0,0
Germany,Female,35.0,90194.34,0,0
France,Female,24.0,95508.2,1,0
Germany,Male,35.0,99967.76,1,0
Spain,Male,37.0,101470.29,1,0
Germany,Female,33.0,70541.06,0,0
France,Male,31.0,112211.61,0,0
France,Female,47.0,154543.98,0,0
France,Female,40.0,111098.85,1,1
Germany,Female,44.0,131873.07,1,1
Spain,Male,27.0,137275.36,1,0
Spain,Male,31.0,153316.14,0,0
France,Female,22.0,0.0,1,0
Spain,Male,44.0,121250.04,1,0
France,Male,31.0,109578.04,1,0
France,Female,37.0,53573.18,0,0
Germany,Female,34.0,58003.41,0,0
France,Female,31.0,113000.66,0,0
France,Male,27.0,0.0,0,0
France,Female,49.0,0.0,0,1
Germany,Female,40.0,139973.65,1,1
France,Female,31.0,151290.16,1,0
Germany,Female,50.0,121498.11,1,1
Spain,Female,32.0,103515.39,1,0
France,Female,35.0,0.0,0,0
France,Male,34.0,0.0,1,0
Spain,Male,38.0,106687.76,0,0
France,Female,41.0,0.0,1,0
France,Female,35.0,0.0,1,0
France,Female,31.0,106089.2,0,0
Spain,Male,38.9218,69608.14,0,1
France,Male,31.0,0.0,1,0
Germany,Female,40.0,96202.32,0,0
France,Female,38.0,0.0,1,0
Spain,Male,33.0,0.0,0,0
France,Male,33.0,127818.52,0,0
France,Female,40.0,0.0,0,1
Germany,Male,58.0,137318.42,1,0
Spain,Male,34.0,0.0,0,0
France,Female,40.0,55776.39,0,0
Germany,Male,32.0,84421.62,1,0
France,Male,32.0,83161.65,1,0
France,Female,39.0,0.0,1,0
Germany,Male,42.0,87807.29,1,0
France,Female,30.0,0.0,0,0
France,Female,39.0,0.0,0,0
Spain,Male,39.0,0.0,1,0
Germany,Male,40.0,95293.86,1,0
Germany,Male,30.0,92847.59,0,0
France,Male,30.0,0.0,1,0
Spain,Male,35.0,0.0,0,0
France,Male,37.0,0.0,1,0
Spain,Male,34.0,0.0,1,0
France,Male,37.0,0.0,0,0
France,Female,32.0,0.0,0,0
Germany,Male,38.9218,68345.86,1,0
Germany,Male,28.0,76656.4,1,0
France,Male,62.0,0.0,0,0
France,Male,31.0,0.0,1,0
Spain,Male,39.0,60374.98,0,0
France,Female,34.0,0.0,1,0
Germany,Male,33.0,88046.88,1,1
Spain,Male,29.0,0.0,0,0
France,Male,19.0,0.0,0,0
France,Male,36.0,0.0,0,0
Spain,Female,38.9218,129968.67,1,0
Germany,Female,39.0,157731.6,0,0
France,Male,32.0,0.0,1,0
France,Male,33.0,89276.48,0,0
France,Male,45.0,138825.19,0,0
France,Male,38.9218,103729.79,1,0
France,Female,31.0,75499.24,0,0
France,Male,38.9218,169445.4,1,0
France,Female,57.0,111359.55,0,0
France,Female,34.0,142388.61,1,1
France,Male,42.0,123311.39,1,0
Spain,Male,52.0,115532.52,0,0
Germany,Female,51.0,167273.71,0,1
France,Male,25.0,77886.53,0,0
Germany,Male,37.0,135795.63,1,0
France,Male,32.0,97514.07,1,0
Germany,Male,51.0,127545.56,0,1
France,Male,49.0,106160.37,0,0
France,Female,23.0,0.0,0,0
Spain,Female,36.0,143680.47,1,0
Spain,Male,38.0,124483.53,0,0
Spain,Female,31.0,86006.3,1,0
Germany,Female,43.0,111094.05,1,0
France,Male,22.0,0.0,0,0
Spain,Male,36.0,0.0,1,0
France,Female,30.0,0.0,0,0
France,Female,41.0,115171.71,1,0
Germany,Female,22.0,111543.26,0,0
France,Female,57.0,137936.94,1,0
Germany,Female,37.0,122304.65,0,0
Germany,Male,41.0,120586.54,1,0
France,Male,32.0,0.0,1,0
France,Male,40.0,46520.69,1,0
Spain,Female,56.0,105473.74,1,0
Spain,Female,34.0,0.0,0,0
Germany,Male,39.0,115730.71,1,1
Spain,Male,30.0,145396.49,1,0
Spain,Male,62.0,131078.42,0,1
Germany,Female,47.0,128298.74,0,1
France,Female,40.0,165526.71,0,0
France,Female,38.0,83714.41,1,0
France,Female,36.0,0.0,1,0
France,Male,32.0,125540.05,0,0
France,Male,41.0,100254.76,1,0
France,Female,36.0,0.0,0,1
Spain,Male,43.0,138150.57,1,0
France,Female,45.0,0.0,1,1
Germany,Female,43.0,95984.21,1,1
France,Male,23.0,0.0,1,0
Germany,Male,38.0,136858.42,1,0
Germany,Male,29.0,102609.0,0,0
Spain,Male,39.0,0.0,1,0
France,Male,38.9218,0.0,1,0
Germany,Male,38.9218,77356.92,1,0
France,Female,32.0,110923.15,1,1
Spain,Male,38.9218,151675.65,1,0
